title,coffee_type,rating,reviews,price_per_kg
"maxwell house original roast ground coffee, 42.5 oz. canister",,4.8,1321,8.233048385758154
"maxwell house original roast ground coffee, 30.6 oz. canister",,4.5,752,9.060518731988472
"dunkin’ original blend coffee, medium roast coffee, 12 oz bag",medium roast,4.8,495,23.398001175778955
"folgers 100% colombian coffee, medium roast ground coffee, 33.7 ounce canister","colombian,medium roast",3.5,8,14.632614611680971
"verena street nine mile sunset ground coffee, dark roast, 32 ounces",dark roast,5.0,3,22.034832451499117
"cdm medium roast coffee and chicory bag, 13 oz.",medium roast,4.7,18,13.080054274084127
"cameron's coffee organic french roast whole bean coffee, dark roast, 28 oz","french,french roast,dark roast",3.5,6,17.876039304610735
"verena street mississippi grogg flavored ground coffee, medium roast, 12 ounces",medium roast,4.5,2,31.8342151675485
"boyer's coffee aspen gold, whole bean coffee, medium roast, 12 oz",medium roast,4.7,3,30.599647266313934
"caf escapes mocha single-serve medium roast keurig coffee pods, 24 ct","mocha,medium roast",3.8,1484,33.87713109935332
"mash-up organic sumatra + peru blend, ground coffee, dark roast, 11 oz",dark roast,4.3,32,29.21744708146247
"boyer's coffee rocky mountain thunder dark roast keurig coffee pods, 18 ct",dark roast,4.8,18,21.516754850088184
"dunkin' original blend, medium roast coffee, 30-ounce canister",medium roast,4.8,870,21.069958847736626
"folgers classic decaf ground coffee, medium roast, 25.9-ounce",medium roast,4.5,64,16.668936402015525
"caf pilon espresso coffee, 36-ounce can","espresso,espresso coffee",4.8,102,18.538114834411132
"boyer's coffee aspen gold medium roast ground coffee, 12 oz",medium roast,4.2,17,28.42445620223398
"seattle's best coffee house blend medium roast ground coffee, 12 oz",medium roast,4.7,205,15.490887713109935
"boyer's coffee hazelnut light roast keurig coffee pods, 18 ct",light roast,4.6,17,21.516754850088184
"blue mountain gold blue mountain ground coffee, 10 oz",,4.1,23,24.62081128747796
papanicholas coffee cinnamon hazelnut ground 12oz bag,,5.0,2,31.216931216931215
"cameron's coffee jamaican me crazy ground coffee, light roast, 12 oz",light roast,5.0,29,28.30687830687831
"chock full onuts 100% arabica new york roast ground coffee, dark roast, 23 oz. can","arabica,dark roast",4.7,71,13.006134969325153
"peet's coffee organic decaf terrena, medium roast ground coffee, 10.5 oz bag",medium roast,4.4,28,47.22875377897213
"mccafe french roast ground coffee, dark roast, 29 oz canister","french,french roast,dark roast",4.7,408,29.193528767789804
"mccafe french roast k-cup coffee pods, dark roast, 24 count for keurig brewers","french,french roast,dark roast",4.6,244,31.554967666078774
melitta dark roast coffee pods for senseo &amp; hamilton beach pod brewers 18 ct bag,dark roast,4.6,121,13.67822849304331
"starbucks frappuccino mocha iced coffee, 9.5 oz, 15 pack bottles","mocha,iced coffee",4.7,2788,170.8132194578537
eldorado espresso brick 9 oz,espresso,5.0,7,25.176383215744526
"peet's coffee organic alma de la tierra, dark roast ground coffee, 10.5 oz bag",dark roast,4.8,21,29.627141417534435
"community coffee signature blend medium roast ground coffee, 32 oz, bag",medium roast,4.9,851,26.65343915343915
"folgers 100% colombian ground coffee, 37-ounce",colombian,4.8,630,23.6152159405091
"folgers classic roast ground coffee, 40.3-ounce",classic roast,3.8,93,12.183807439824944
"eight o'clock, the original, medium roast ground coffee, 36 oz",medium roast,4.8,395,24.005486968449933
"folgers black silk ground coffee, 37-ounce",black silk ground coffee,4.7,1226,22.28048431690342
"melitta medium roast ground coffee, classic, 11 oz",medium roast,4.8,83,17.57536882617062
"folgers classic roast ground coffee, medium roast coffee, 22.6 oz canister","medium roast,classic roast",4.5,708,38.16138598407991
"folgers 100% colombian coffee, medium roast ground coffee, 33.7 ounce canister","colombian,medium roast",3.5,8,14.632614611680971
arabica ground 100% coffee 126 pk,arabica,5.0,1,139.13384283754655
"rapid fire turbo brew keto ground coffee, 14 oz can",,4.6,5,57.823129251700685
"kicking horse coffee grizzly claw dark ground coffee, 10 oz",,4.5,118,75.94356261022929
"medaglia d'oro espresso coffee, 10-ounce","espresso,espresso coffee",4.8,97,57.81305114638449
"community coffee cafe special medium roast ground coffee, 32 oz, bag",medium roast,4.9,381,33.057760141093475
"folgers classic roast ground coffee, medium roast coffee, 30.5 ounce canister","medium roast,classic roast",4.6,1537,18.966115415751126
"verena street cow tipper flavored ground coffee, medium roast, 12 ounces",medium roast,5.0,2,29.365079365079364
"mash-up organic costa rica + honduras blend, ground coffee, medium roast, 11 oz",medium roast,4.7,33,28.191148171905063
"yuban pacific coast blend mild light roast ground coffee, 25.3 oz canister",light roast,4.8,43,25.64138315672058
starbucks frappuccino iced coffee 13.7 oz bottle,iced coffee,4.1,88,8.444902162718847
"folgers classic roast ground coffee, 40.3-ounce",classic roast,3.8,93,12.183807439824944
"café bustelo, espresso style dark roast ground coffee, vacuum-packed 10 oz. brick","espresso,dark roast",4.7,914,13.26278659611993
"folgers classic roast ground coffee, medium roast coffee, 25.9 ounce canister","medium roast,classic roast",4.4,740,13.57755685687049
"maxwell house original roast ground coffee, 42.5 oz. canister",,4.8,1321,8.233048385758154
"kauai coffee na pali coast k-cup coffee pods, dark roast, 12 ct",dark roast,4.7,62,20.04703115814227
"maxwell house medium roast house blend coffee k-cups, 48 ct box",medium roast,4.7,947,16.776895943562607
papanicholas coffee breakfast blend ground 12oz bag,,3.8,4,29.4238683127572
"boyer's coffee french vanilla, ground coffee, light roast, 12 oz","french,light roast",4.6,19,20.105820105820104
dunkin' 10 ounce cold roast &amp; ground coffee each,,5.0,1,29.91181657848325
"maxwell house french roast dark roast k-cup coffee pods, 12 ct box","french,french roast,dark roast",4.6,76,20.87007642563198
"folgers black silk ground coffee, smooth dark roast coffee, 33.7ounce canister","black silk ground coffee,dark roast",4.9,20,14.632614611680971
"folgers black silk ground coffee, smooth dark roast coffee, 22.6ounce canister","black silk ground coffee,dark roast",4.6,11,16.10738255033557
"international delight caramel macchiato iced coffee, 64 oz.","caramel,macchiato,iced coffee",4.3,635,2.3589065255731922
"gloria jean's raspberry chocolate lava keurig single-serve k-cup pods, medium roast coffee,  24 count",medium roast,4.5,1204,39.09465020576132
"maxwell house the original roast decaf instant coffee, 8 oz jar",instant coffee,4.0,119,11.434450323339213
"dunkin' mocha iced coffee bottle, 13.7 fl oz","mocha,iced coffee",4.6,110,3.7918871252204585
the coffee bean &amp; tea leaf breakfast blend medium roast ground coffee 2 lb. bag,medium roast,4.9,9,18.371546149323926
"starbucks frappuccino vanilla chilled coffee drink, 9.5 fl oz, 4 count",,4.6,282,10.993533215755438
"dunkin’ original blend coffee, medium roast coffee, 12 oz bag",medium roast,4.8,495,0.0
"folgers 100% colombian coffee, medium roast ground coffee, 33.7 ounce canister","colombian,medium roast",3.5,8,14.632614611680971
"(12 pack) starbucks doubleshot espresso &amp; cream premium coffee drink, 6.5 oz cans",espresso,4.7,529,143.29896907216494
"international delight mocha iced coffee, 64 oz.","mocha,iced coffee",4.2,997,2.3589065255731922
"folgers classic roast instant coffee crystals, 12 ounce easy-open flip-top jar","instant coffee,classic roast",4.6,972,27.865961199294535
"peet's coffee single origin costa rica, medium roast ground coffee, 10.5 oz bag",medium roast,4.5,185,36.71481357070877
"dunkin' french vanilla iced coffee bottle, 13.7 fl oz","french,iced coffee",4.4,279,8.6664427275781
"lion coffee, vanilla macadamia flavor light roast - ground coffee, 24 ounce bag",light roast,5.0,1,49.89711934156379
"international delight vanilla iced coffee, 64 oz.",iced coffee,4.2,586,2.3589065255731922
"hills bros. coffee 100% colombian ground coffee, dark roast, 24 oz","colombian,dark roast",4.6,32,12.463256907701354
"dunkin' original blend, medium roast coffee, 30-ounce canister",medium roast,4.8,870,21.069958847736626
"folgers classic decaf ground coffee, medium roast, 25.9-ounce",medium roast,4.5,64,16.668936402015525
"stok cold brew coffee, not too sweet, 48 oz.",cold brew coffee,4.7,227,3.8800705467372136
ruta maya organic coffee medium roast 2.2 pounds,medium roast,5.0,1,24.16960611405056
folgers simply smooth decaf coffee,,4.8,350,7.914462081128748
"gold coffee company 100% arabica morning blend ground coffee, dark roast, 10 oz","arabica,dark roast",5.0,2,45.82010582010582
dark chocolate hot cocoa k-cups 24/box,,4.5,907,73.96825396825398
"green mountain coffee roasters costa rica paraiso single-serve k-cup pods, medium roast coffee, 24 count",medium roast,4.6,680,42.842445620223394
"keurig k-slim single serve k-cup pod coffee maker, multistream technology, black",,4.1,1352,0.0
"community coffee spiced pumpkin pecan pie flavored coffee, 11 oz, bag",,4.5,180,64.11161000641435
community coffee american classic 12 ounce bag,,4.8,236,58.49500293944738
community coffee five star hotel blend 12 ounce bag,,4.8,386,49.23574368018812
community coffee house blend 32 ounce bag,,4.9,167,15.652557319223986
"folgers classic roast ground coffee, 40.3-ounce",classic roast,3.8,93,12.183807439824944
"café bustelo, espresso style dark roast ground coffee, vacuum-packed 10 oz. brick","espresso,dark roast",4.7,914,13.26278659611993
"folgers classic roast ground coffee, medium roast coffee, 25.9 ounce canister","medium roast,classic roast",4.4,740,13.57755685687049
"maxwell house original roast ground coffee, 42.5 oz. canister",,4.8,1321,8.233048385758154
"folgers classic roast coffee, medium roast, 51 oz","medium roast,classic roast",4.9,14166,23.516392308756398
"eight o'clock caramel macchiato medium roast ground coffee, 11 oz. bag","caramel,macchiato,medium roast",4.7,69,15.971776779987172
"maxwell house gourmet roast medium roast ground coffee, 25.6 oz canister",medium roast,4.7,64,8.653713655780626
"peet's coffee major dickason's blend dark roast ground coffee, 12 oz.",dark roast,4.7,1919,29.335684891240447
"lion coffee toasted coconut ground coffee, 10 oz",,4.0,1,47.01940035273369
"folgers black silk ground coffee, smooth dark roast coffee, 33.7ounce canister","black silk ground coffee,dark roast",4.9,20,14.632614611680971
"folgers black silk ground coffee, smooth dark roast coffee, 22.6ounce canister","black silk ground coffee,dark roast",4.6,11,16.10738255033557
"starbucks frappuccino caramel iced coffee, 9.5 oz, 4 pack bottles","caramel,iced coffee",4.5,95,27.775714816190124
"caf escapes caf caramel, keurig single-serve k-cup pods, 24 count",caramel,4.3,850,36.34626690182246
"maxwell house international french vanilla caf-style sugar free instant coffee beverage mix, 4 oz. canister","french,instant coffee",4.3,199,4.159318048206937
"gevalia special reserve guatemala single origin medium roast coarse ground coffee, 10 oz. bag",medium roast,4.5,31,27.089947089947092
kaladi brothers coffee coffee wb red goat 16 oz,,5.0,1,33.90652557319224
"door county coffee jamaican me crazy ground coffee, 10 ounce",,4.9,307,42.292768959435634
"melitta medium roast ground coffee, classic, 11 oz",medium roast,4.8,83,17.57536882617062
"dunkin’ original blend coffee, medium roast coffee, 12 oz bag",medium roast,4.8,495,0.0
"folgers 100% colombian coffee, medium roast ground coffee, 33.7 ounce canister","colombian,medium roast",3.5,8,14.632614611680971
"eight o'clock the original medium roast k-cup coffee pods, 100 ct.",medium roast,4.8,685,16.634920634920633
"great value caramel cappuccino mix medium roast coffee pods, 12 ct","caramel,cappuccino,medium roast",4.5,528,12.6984126984127
community coffee caf de olla 12 ounce bag,,4.8,375,25.837742504409167
"great value french vanilla cappuccino mix medium roast coffee pods, 12 ct","french,cappuccino,medium roast",4.4,538,12.6984126984127
"folgers classic roast ground coffee, 38.4-ounce",classic roast,4.5,710,14.688590850633842
"dunkin' original blend, medium roast coffee, 30-ounce canister",medium roast,4.8,870,21.069958847736626
"folgers classic decaf ground coffee, medium roast, 25.9-ounce",medium roast,4.5,64,16.668936402015525
"nescafe taster's choice, house blend light medium roast instant coffee, 7 oz. jar","instant coffee,medium roast",4.7,684,13.945253983385538
"door county coffee vanilla crme brulee, vanilla &amp; caramelized sugar flavored specialty arabica coffee, medium roast, ground, 10oz bag","caramel,arabica,medium roast",4.8,400,42.292768959435634
"starbucks frappuccino vanilla iced coffee, 9.5 oz, 12 pack bottles",iced coffee,4.1,16,77.90568139621242
"folgers classic roast instant coffee crystals, 16-ounce jar","instant coffee,classic roast",4.8,1748,24.228395061728396
"door county cherry crme ground coffee, 10 ounce",,4.8,550,42.292768959435634
"door county coffee heavenly caramel, caramel flavored specialty arabica coffee, medium roast, ground, 10oz bag","caramel flavored,caramel,arabica,medium roast",4.8,176,42.292768959435634
"door county coffee bourbon vanilla cream, bourbon &amp; vanilla flavored specialty arabica coffee, medium roast, ground, 10oz bag","arabica,medium roast",4.9,43,0.0
folgers coffee singles coffee bags classic roast - 19 ct,classic roast,4.5,284,25.102116598588935
"seattle's best coffee very vanilla flavored medium roast ground coffee, 12 oz",medium roast,4.5,136,17.107583774250443
"kauai cold brew coffee pods, coconut caramel crunch, 6 count","caramel,cold brew coffee",4.4,52,22.516166960611404
ruta maya organic coffee dark roast 2.2 lbs.,dark roast,5.0,2,107.11346266901822
"keurig flavored variety coffee collection k-cup pods, variety pack, 42 count for keurig brewers",,4.7,530,32.92181069958848
"caf bustelo, espresso style dark roast ground coffee, vacuum-packed 10 oz. brick","espresso,dark roast",4.7,914,13.26278659611993
"community coffee signature blend medium roast ground coffee, 32 oz, bag",medium roast,4.9,851,26.65343915343915
"dunkin’ original blend coffee, medium roast coffee, 12 oz bag",medium roast,4.8,495,0.0
"folgers 100% colombian ground coffee, 37-ounce",colombian,4.8,630,23.6152159405091
"mccafe colombian ground coffee, medium roast, 30 oz. canister","colombian,medium roast",4.7,527,15.261610817166373
"folgers black silk ground coffee, smooth dark roast coffee, 33.7ounce canister","black silk ground coffee,dark roast",4.9,20,14.632614611680971
"folgers classic roast ground coffee, 40.3-ounce",classic roast,3.8,93,12.183807439824944
"eight o'clock, the original, medium roast ground coffee, 36 oz",medium roast,4.8,395,24.005486968449933
"maxwell house original roast ground coffee, 42.5 oz. canister",,4.8,1321,8.233048385758154
"folgers black silk ground coffee, 37-ounce",black silk ground coffee,4.7,1226,22.28048431690342
"maxwell house original roast ground coffee, 30.6 oz. canister",,4.5,752,9.060518731988472
"folgers classic roast ground coffee, medium roast coffee, 22.6 oz canister","medium roast,classic roast",4.5,708,38.16138598407991
"folgers 100% colombian coffee, medium roast ground coffee, 33.7 ounce canister","colombian,medium roast",3.5,8,14.632614611680971
"eight o'clock, the original medium roast, ground coffee, 12 oz bag",medium roast,4.9,55,0.0
"door county coffee chocolate raspberry truffle, dark chocolate &amp; raspberry flavored specialty arabica coffee, medium roast, ground, 10oz bag","arabica,medium roast",4.8,144,78.94179894179895
"community coffee cafe special medium roast ground coffee, 32 oz, bag",medium roast,4.9,381,33.057760141093475
"folgers classic roast ground coffee, medium roast coffee, 30.5 ounce canister","medium roast,classic roast",4.6,1537,18.966115415751126
"international delight light mocha iced coffee, 64 oz.","mocha,iced coffee",4.1,541,2.3589065255731922
"stok cold brew coffee, extra bold unsweetened, 48 oz.",cold brew coffee,4.8,87,3.8800705467372136
"goya foods cafe latin coffee, 8.80 oz",,4.3,6,15.951903807615231
"folgers classic roast ground coffee, 40.3-ounce",classic roast,3.8,93,12.183807439824944
"café bustelo, espresso style dark roast ground coffee, vacuum-packed 10 oz. brick","espresso,dark roast",4.7,914,13.26278659611993
"folgers classic roast ground coffee, medium roast coffee, 25.9 ounce canister","medium roast,classic roast",4.4,740,13.57755685687049
"maxwell house original roast ground coffee, 42.5 oz. canister",,4.8,1321,8.233048385758154
"kahlua, original flavored, ground coffee, 12 oz",,4.5,24,29.041740152851265
"gevalia frothy 2-step caramel macchiato espresso k-cup coffee pods &amp; froth packets kit, 6 ct box","espresso,caramel,macchiato",4.6,182,20.517342739564963
"eight o'clock, french vanilla, medium roast, ground coffee, 11 oz bag","french,medium roast",4.8,80,23.12379730596536
"kahlua, hazelnut flavored, ground coffee, 12 oz",,4.7,32,27.39564961787184
folgers black silk coffee (43.8 ounce),,4.9,3249,21.736329226061045
"great value 100% arabica toasted coconut light roast arabica coffee pods, 12 ct","arabica,light roast",4.7,235,12.6984126984127
"folgers black silk ground coffee, smooth dark roast coffee, 33.7ounce canister","black silk ground coffee,dark roast",4.9,20,14.632614611680971
"folgers black silk ground coffee, smooth dark roast coffee, 22.6ounce canister","black silk ground coffee,dark roast",4.6,11,16.10738255033557
"door county coffee frosted cinnamon bun, cinnamon flavored specialty arabica coffee, medium roast, ground, 10oz bag","arabica,medium roast",4.8,174,42.292768959435634
"gloria jeans coffee macadamia cookie flavored k-cup pods, light roast, 24 count for keurig brewers",light roast,4.5,327,49.9265138154027
eight o'clock hazelnut medium roast ground coffee 11 oz. bag,medium roast,4.6,108,22.418216805644644
"gevalia special reserve costa rica single origin medium roast ground coffee, 10 oz. bag",medium roast,4.7,30,37.777777777777786
"chock full o'nuts 100% colombian k-cup coffee pods, medium roast, 12 count box","colombian,medium roast",4.6,49,21.105232216343328
"dunkin’ original blend coffee, medium roast coffee, 12 oz bag",medium roast,4.8,495,0.0
"folgers 100% colombian coffee, medium roast ground coffee, 33.7 ounce canister","colombian,medium roast",3.5,8,14.632614611680971
"dunkin' original iced coffee bottle, 48 fl oz",iced coffee,4.0,88,5.107808247854302
community coffee 100% pure chicory 12 ounce bag,,4.8,648,34.30335097001764
"starbucks pike place roast, medium roast k-cup coffee pods, 100% arabica, 32 ct","arabica,medium roast",4.5,1317,58.9726631393298
"starbucks doubleshot energy mocha coffee energy drink, 15 oz can",mocha,4.7,283,7.008466603951082
"french market medium-dark roast restaurant blend ground coffee &amp; chicory, 12 oz can","french,medium-dark roast,dark roast",4.8,9,16.10817166372722
"illy decaf medium roast ground coffee, 8.8 oz",medium roast,4.8,257,61.40280561122245
"dunkin' original blend, medium roast coffee, 30-ounce canister",medium roast,4.8,870,21.069958847736626
"folgers classic decaf ground coffee, medium roast, 25.9-ounce",medium roast,4.5,64,16.668936402015525
"folgers classic roast, medium roast coffee, k-cup pods for keurig k-cup brewers, 12-count","medium roast,classic roast",4.7,251,29.335684891240447
"maxwell house original roast medium roast k-cup coffee pods, 60 ct. box",medium roast,4.8,156,17.60141093474427
"dunkin' original blend coffee, keurig k-cup pods, 16 count",,4.7,608,52.888007054673714
"java house cold brew coffee pods, colombian, 6 count","colombian,cold brew coffee",4.5,446,16.887125220458554
"starbucks morning joe, ground coffee, dark roast, 12 oz",dark roast,4.7,2383,0.0
"juan valdez 100% colombian classic freeze-dried instant coffee, 3.5 oz","colombian,instant coffee",4.8,655,52.822580645161295
"door county coffee almond toffee, almond &amp; toffee flavored specialty arabica coffee, medium roast, ground, 10oz bag","arabica,medium roast",4.9,101,42.292768959435634
"gevalia majestic roast bold dark roast ground coffee, 12 oz. bag",dark roast,4.7,109,34.45032333921223
postum coffee alternative roasted wheat,,5.0,2,30.805408583186363
arabica ground 100% coffee 126 pk,arabica,5.0,1,139.13384283754655
"java house cold brew coffee pods, ethiopian, 6 count",cold brew coffee,4.6,47,77.60141093474428
"community coffee strawberry &amp; chocolate flavored keurig coffee pods, 24 ct",,4.6,117,53.938859494415055
"starbucks sumatra, dark roast k-cup coffee pods, 100% arabica, 32 ct","arabica,dark roast",4.7,856,24.228395061728396
"mccafe mocha collection chocolate mocha flavored ground coffee, light roast, 11 oz bagged","mocha,light roast",4.3,75,102.18088518280949
"folgers classic roast ground coffee, 40.3-ounce",classic roast,3.8,93,12.183807439824944
"café bustelo, espresso style dark roast ground coffee, vacuum-packed 10 oz. brick","espresso,dark roast",4.7,914,13.26278659611993
"folgers classic roast ground coffee, medium roast coffee, 25.9 ounce canister","medium roast,classic roast",4.4,740,13.57755685687049
"maxwell house original roast ground coffee, 42.5 oz. canister",,4.8,1321,8.233048385758154
"eight o'clock dark italian espresso dark roast whole bean coffee bag, 32 oz","espresso,italian,dark roast",4.7,220,16.027336860670193
"door county coffee cinnamon hazelnut, cinnamon &amp; hazelnut flavored specialty arabica coffee, medium roast, ground, 10oz bag","arabica,medium roast",4.8,329,42.292768959435634
"eight o'clock the original medium roast k-cup coffee pods, 24 ct",medium roast,4.6,1148,21.92827748383304
"caf escapes vanilla single-serve medium roast keurig coffee pods, 24 ct",medium roast,4.0,455,37.50734861845973
"java house decaf cold brew coffee pods, 6 count",cold brew coffee,4.6,33,11.258083480305702
"folgers black silk ground coffee, smooth dark roast coffee, 33.7ounce canister","black silk ground coffee,dark roast",4.9,20,14.632614611680971
"folgers black silk ground coffee, smooth dark roast coffee, 22.6ounce canister","black silk ground coffee,dark roast",4.6,11,16.10738255033557
"mccafe premium roast medium coffee k-cup pods, caffeinated, 36 ct - 12.4 oz box",,4.7,2738,34.29355281207133
"starbucks french roast, dark roast k-cup coffee pods, 100% arabica, 32 ct","french,french roast,arabica,dark roast",4.7,2023,47.34347442680776
"jm smucker pilon  coffee, 10 oz",,4.7,30,18.977072310405646
"door county coffee hazelnut crme, hazelnut &amp; vanilla flavored specialty arabica coffee, medium roast, ground, 10oz bag","arabica,medium roast",4.7,76,42.292768959435634
"thomas ground coffee, 26 oz",,4.8,23,20.119386786053454
"dunkin’ original blend coffee, medium roast coffee, 12 oz bag",medium roast,4.8,495,23.398001175778955
"folgers 100% colombian coffee, medium roast ground coffee, 33.7 ounce canister","colombian,medium roast",3.5,8,14.632614611680971
"folgers classic roast instant coffee, single serve packets","instant coffee,classic roast",4.5,225,1.0466820180029306
"community coffee strawberry &amp; chocolate flavored coffee, 11 oz, bag",,4.4,270,67.12636305323925
"peet's coffee major dickason's blend dark roast keurig coffee pods, 24 ct",dark roast,4.8,630,23.82422104644327
"door county coffee sinful delight, vanilla, caramel &amp; hazlenut flavored specialty arabica coffee, medium roast, ground, 10oz bag","caramel,arabica,medium roast",4.8,149,42.292768959435634
"nescaf clasico, dark roast instant coffee packets, 7 count box","instant coffee,dark roast",4.8,5,22.927689594356263
"great value hazelnut cappuccino mix, single serve medium roast coffee pods, 12 ct","cappuccino,medium roast",4.5,368,12.6984126984127
"dunkin' original iced coffee bottle, 13.7 fl oz",iced coffee,4.3,252,7.583774250440917
"dunkin' original blend, medium roast coffee, 30-ounce canister",medium roast,4.8,870,21.069958847736626
"folgers classic decaf ground coffee, medium roast, 25.9-ounce",medium roast,4.5,64,16.668936402015525
"ethical bean fair trade organic coffee, classic medium roast, ground coffee, 8 oz. bag",medium roast,4.7,144,23.398001175778955
"eight o'clock the original medium roast ground coffee, 24 oz. bag",medium roast,4.7,7,26.440329218106992
"door county coffee pumpkin spice, cinnamon, cloves &amp; nutmeg flavored specialty arabica coffee, medium roast, ground, 8oz bag (fall limited edition)","arabica,medium roast",4.9,132,56.06995884773662
"hawaii coffee   lion    coffee, 10 oz",,5.0,1,63.139329805996475
"door county coffee autumn spice, cinnamon flavored specialty arabica coffee, medium roast, ground, 8oz bag (fall limited edition)","arabica,medium roast",4.8,74,123.88007054673722
"starbucks peppermint mocha flavored ground coffee, 100% arabica, naturally flavored, limited edition, 11 oz","mocha,arabica",4.5,215,22.386144964720973
eight o'clock 100% colombian peaks medium roast ground coffee 22 oz. bag,"colombian,medium roast",4.5,17,17.845117845117844
"international delight reeses peanut butter cup flavored iced coffee, 64 oz.",iced coffee,2.5,112,2.3589065255731922
"peet's coffee holiday blend dark roast, ground coffee, 10 oz bag",dark roast,4.4,713,47.47795414462082
"folgers classic roast ground coffee, 40.3-ounce",classic roast,3.8,93,12.183807439824944
"café bustelo, espresso style dark roast ground coffee, vacuum-packed 10 oz. brick","espresso,dark roast",4.7,914,13.26278659611993
"folgers classic roast ground coffee, medium roast coffee, 25.9 ounce canister","medium roast,classic roast",4.4,740,13.57755685687049
"maxwell house original roast ground coffee, 42.5 oz. canister",,4.8,1321,8.233048385758154
"starbucks doubleshot espresso &amp; cream premium espresso beverage, 6.5 fl oz, 4 count",espresso,4.7,529,5.793011868204831
"nescaf taster's choice decaf house blend, medium roast instant coffee, 7 oz","instant coffee,medium roast",4.6,269,8.498630591750352
"great value decaf classic medium roast instant coffee, 8 oz","instant coffee,medium roast",4.5,382,3.261681467341688
"nescaf taster's choice colombian, medium roast instant coffee, 7 oz","colombian,instant coffee,medium roast",4.7,196,8.498630591750352
"great value organic single origin sumatra, dark roast, coffee pods, 12 ct",dark roast,4.5,49,20.34097589653145
"great value 100% arabica colombian medium-dark roast instant coffee, 7 oz","colombian,instant coffee,arabica,medium-dark roast,dark roast",4.5,334,19.811875367430922
"folgers black silk ground coffee, smooth dark roast coffee, 33.7ounce canister","black silk ground coffee,dark roast",4.9,20,14.632614611680971
"folgers black silk ground coffee, smooth dark roast coffee, 22.6ounce canister","black silk ground coffee,dark roast",4.6,11,16.10738255033557
"nescafé clasico cafe de olla, light roast instant coffee, 6.7 oz","instant coffee,light roast",4.6,259,38.3359662980516
"nescaf clasico dark roast instant coffee, 3.5 oz","instant coffee,dark roast",4.8,372,48.185483870967744
"caf bustelo, espresso style dark roast ground coffee, vacuum-packed 10 oz. brick","espresso,dark roast",4.7,914,13.26278659611993
"dunkin’ original blend coffee, medium roast coffee, 12 oz bag",medium roast,4.8,495,0.0
"mccafe colombian ground coffee, medium roast, 30 oz. canister","colombian,medium roast",4.7,527,15.261610817166373
"folgers black silk ground coffee, smooth dark roast coffee, 33.7ounce canister","black silk ground coffee,dark roast",4.9,20,14.632614611680971
"maxwell house original roast ground coffee, 42.5 oz. canister",,4.8,1321,8.233048385758154
"maxwell house original roast ground coffee, 30.6 oz. canister",,4.5,752,9.060518731988472
"dunkin’ original blend coffee, medium roast coffee, 12 oz bag",medium roast,4.8,495,0.0
"folgers 100% colombian coffee, medium roast ground coffee, 33.7 ounce canister","colombian,medium roast",3.5,8,14.632614611680971
"eight o'clock the original decaf medium roast k-cup coffee pods, 12 count",medium roast,4.6,444,19.077013521457967
"mccafe premium roast medium decaf ground coffee, decaffeinated, 24 oz can",,4.0,7,23.368606701940035
"lavazza espresso deciso nespresso originalline coffee capsules, dark roast (10 count)","espresso,dark roast",3.7,17,0.0
"green mountain coffee roasters, caramel vanilla cream, ground flavored coffee, light roast, bagged 12oz.","caramel,light roast",4.5,69,49.91181657848325
"maxwell house original roast medium roast k-cup coffee pods, 12 ct. box",medium roast,3.3,166,52.880658436213984
starbucks pike place roast coffee k-cup pods | medium roast | coffee pods for keurig brewers | 1 box (10 pods),medium roast,4.5,1155,42.181069958847736
"the original donut shop regular k-cup coffee pods, medium roast, 54 count for keurig brewers",medium roast,4.4,2360,39.19263178522437
"dunkin' original blend, medium roast coffee, 30-ounce canister",medium roast,4.8,870,21.069958847736626
"folgers classic decaf ground coffee, medium roast, 25.9-ounce",medium roast,4.5,64,16.668936402015525
"starbucks decaf pike place roast ground coffee, medium roast, 12 oz",medium roast,4.6,188,52.85126396237507
"lavazza avvolgente nespresso coffee capsules, 10 count","espresso,espresso coffee",4.8,19,0.0
"rapid fire ketogenic coffee pods, original flavor, 8.48 oz., 16 pods",,4.1,24,67.42928452579035
"hills bros. cappuccino english toffee medium roast instant coffee, 16 oz","cappuccino,instant coffee,medium roast",4.7,487,8.201058201058201
"starbucks holiday blend, ground coffee, medium roast, 100% arabica, limited edition, 10 oz","arabica,medium roast",4.4,348,126.66666666666667
"gevalia signature blend decaf mild light roast k-cup coffee pods, 12 ct box",light roast,4.8,78,28.74779541446208
"green mountain coffee breakfast blend k-cup pods, light roast, 54 count for keurig brewers",light roast,4.5,2221,50.29721079103795
"community coffee signature blend medium roast ground coffee, 32 oz, bag",medium roast,4.9,851,26.65343915343915
"folgers 100% colombian ground coffee, 37-ounce",colombian,4.8,630,23.6152159405091
"folgers classic roast ground coffee, 40.3-ounce",classic roast,3.8,93,12.183807439824944
"eight o'clock, the original, medium roast ground coffee, 36 oz",medium roast,4.8,395,24.005486968449933
"folgers black silk ground coffee, 37-ounce",black silk ground coffee,4.7,1226,22.28048431690342
"melitta medium roast ground coffee, classic, 11 oz",medium roast,4.8,83,17.57536882617062
"folgers classic roast ground coffee, medium roast coffee, 22.6 oz canister","medium roast,classic roast",4.5,708,38.16138598407991
"folgers 100% colombian coffee, medium roast ground coffee, 33.7 ounce canister","colombian,medium roast",3.5,8,14.632614611680971
