title,coffee_type,rating,reviews,price_per_kg
"starbucks caff verona, ground coffee, dark roast, 18 oz",dark roast,4.7,828,24.456202233980015
"the original donut shop duos nutty + caramel keurig single-serve k-cup pods, medium roast coffee, 24 count","caramel,medium roast",4.7,692,21.92827748383304
"gevalia colombian coffee k-cup pods, 24 ct box",colombian,4.7,882,21.92827748383304
"mccafe colombian k-cup coffee pods, medium-dark roast, 24 count for keurig brewers","colombian,medium-dark roast,dark roast",4.6,346,21.92827748383304
"folgers black silk dark roast coffee, 60 keurig k-cup pods",dark roast,4.8,223,44.00352733686067
"starbucks fall blend, medium roast k-cup coffee pods, 100% arabica, naturally flavored, 22 ct","arabica,medium roast",4.5,415,25.204425204425203
"great value organic arabica half caff medium roast ground coffee pods, 12 ct","arabica,medium roast",4.6,292,12.6984126984127
"dunkin’ original blend coffee, medium roast coffee, 12 oz bag",medium roast,4.8,495,23.398001175778955
"folgers 100% colombian coffee, medium roast ground coffee, 33.7 ounce canister","colombian,medium roast",3.5,8,14.632614611680971
"great value hazelnut medium roast ground coffee, 12 oz, bag",medium roast,4.7,151,14.638447971781305
"great value caramel pecan medium roast coffee pods, 12 count","caramel,medium roast",4.2,80,12.6984126984127
"starbucks pumpkin spice, starbucks flavored k-cup coffee pods, 100% arabica, naturally flavored, 22 ct​",arabica,4.0,470,28.026294692961358
"starbucks french roast, ground coffee, dark roast, 12 oz","french,french roast,dark roast",4.7,1146,41.9753086419753
"starbucks vanilla flavored coffee, k-cup coffee pods, naturally flavored, 22 ct",,4.1,295,25.204425204425203
"dunkin' original blend, medium roast coffee, k-cup pods for keurig k-cup brewers,10-count (packaging may vary)",medium roast,4.5,2349,54.850088183421526
"starbucks espresso roast, whole bean coffee, dark roast, 18 oz","espresso,espresso roast,dark roast",4.6,1278,24.456202233980015
"1850 black gold, dark roast coffee, k-cup pods for keurig brewers, 24-count",dark roast,4.5,7017,21.92827748383304
"dunkin' original blend, medium roast coffee, 30-ounce canister",medium roast,4.8,870,21.069958847736626
"folgers classic decaf ground coffee, medium roast, 25.9-ounce",medium roast,4.5,64,16.668936402015525
"starbucks pike place roast, whole bean coffee, medium roast, 28 oz",medium roast,4.5,1168,23.280423280423282
"death wish coffee organic, fair-trade, arabica, robusta, dark roast ground coffee, 16 oz, bag","arabica,dark roast",4.5,130,55.09259259259259
"green mountain coffee roasters nantucket blend keurig single-serve k-cup pods, medium roast coffee, 48 count",medium roast,4.5,1768,19.635508524397412
"tim hortons original blend medium roast keurig coffee pods, 72 ct",medium roast,4.6,1558,15.667254556143446
"dunkin' original blend ground coffee, medium roast, 20-ounce (packaging may vary)",medium roast,4.7,311,23.42151675485009
"the original donut shop duos coconut + mocha keurig single-serve k-cup pods, medium roast coffee, 24 count","mocha,medium roast",4.4,981,21.92827748383304
"starbucks house blend, ground coffee, medium roast, 18 oz",medium roast,4.6,622,24.456202233980015
"starbucks pike place roast, ground coffee, medium roast, 18 oz",medium roast,4.5,1164,24.456202233980015
"tim hortons original blend medium roast keurig coffee pods, 24 ct",medium roast,4.6,1585,20.796590241034686
"starbucks doubleshot energy vanilla coffee energy drink, 11 oz, 4 pack cans",,4.6,321,22.386144964720973
"cafe la llave espresso dark roast ground coffee, 10 oz","espresso,dark roast",4.8,58,10.476190476190478
"folgers 100% colombian coffee, medium roast ground coffee, 22.6 ounce canister","colombian,medium roast",5.0,3,16.10738255033557
"caf bustelo, espresso style dark roast ground coffee, vacuum-packed 10 oz. brick","espresso,dark roast",4.7,914,13.26278659611993
"community coffee signature blend medium roast ground coffee, 32 oz, bag",medium roast,4.9,851,26.65343915343915
"dunkin’ original blend coffee, medium roast coffee, 12 oz bag",medium roast,4.8,495,23.398001175778955
"folgers 100% colombian ground coffee, 37-ounce",colombian,4.8,630,23.6152159405091
"mccafe colombian ground coffee, medium roast, 30 oz. canister","colombian,medium roast",4.7,527,15.261610817166373
"folgers black silk ground coffee, smooth dark roast coffee, 33.7ounce canister","black silk ground coffee,dark roast",4.9,20,14.632614611680971
"folgers classic roast ground coffee, 40.3-ounce",classic roast,3.8,93,12.183807439824944
"eight o'clock, the original, medium roast ground coffee, 36 oz",medium roast,4.8,395,24.005486968449933
"maxwell house original roast ground coffee, 42.5 oz. canister",,4.8,1321,8.233048385758154
"folgers black silk ground coffee, 37-ounce",black silk ground coffee,4.7,1226,22.28048431690342
"maxwell house original roast ground coffee, 30.6 oz. canister",,4.5,752,9.060518731988472
"melitta medium roast ground coffee, classic, 11 oz",medium roast,4.8,83,17.57536882617062
"folgers classic roast ground coffee, medium roast coffee, 22.6 oz canister","medium roast,classic roast",4.5,708,38.16138598407991
"folgers 100% colombian coffee, medium roast ground coffee, 33.7 ounce canister","colombian,medium roast",3.5,8,14.632614611680971
"starbucks espresso roast, ground coffee, dark roast, 12 oz","espresso,espresso roast,dark roast",4.6,1561,64.66784244562022
"peet's coffee major dickason's blend, dark roast ground coffee, 18 oz bag",dark roast,4.7,1919,38.310797570056835
"community coffee cafe special medium roast ground coffee, 32 oz, bag",medium roast,4.9,381,33.057760141093475
"folgers classic roast ground coffee, medium roast coffee, 30.5 ounce canister","medium roast,classic roast",4.6,1537,18.966115415751126
"starbucks lightly sweetened premium iced coffee drink, 48 oz bottle",iced coffee,4.8,16,3.358318636096414
"dunkin original blend whole bean coffee, 20-oz (packaging may vary)",,4.6,266,24.55026455026455
"caf bustelo caf con leche medium roast keurig coffee pods, 24 ct",medium roast,4.6,227,24.86772486772487
"folgers classic roast ground coffee, 40.3-ounce",classic roast,3.8,93,12.183807439824944
"café bustelo, espresso style dark roast ground coffee, vacuum-packed 10 oz. brick","espresso,dark roast",4.7,914,13.26278659611993
"folgers classic roast ground coffee, medium roast coffee, 25.9 ounce canister","medium roast,classic roast",4.4,740,13.57755685687049
"maxwell house original roast ground coffee, 42.5 oz. canister",,4.8,1321,8.233048385758154
"great value classic roast medium ground coffee, 11.3 oz",classic roast,4.3,200,12.425850764907898
"starbucks cold brew coffee, caramel dolce flavored, multi-serve concentrate, 32 oz","caramel,cold brew coffee",4.5,180,9.898589065255733
"starbucks breakfast blend, ground coffee, medium roast, 18 oz",medium roast,4.6,384,24.456202233980015
"great value medium roast cinnamon vanilla ground coffee pods, 12 count",medium roast,4.0,43,12.6984126984127
"green mountain coffee roasters pumpkin spice coffee, keurig single-serve k-cup pods, light roast, 24 count",light roast,4.2,1839,20.458553791887123
"great value 100 % arabica donut shop ground coffee, medium roast, 30.5 oz","arabica,medium roast",3.1,27,11.541575112755869
"folgers black silk ground coffee, smooth dark roast coffee, 33.7ounce canister","black silk ground coffee,dark roast",4.9,20,14.632614611680971
"folgers black silk ground coffee, smooth dark roast coffee, 22.6ounce canister","black silk ground coffee,dark roast",4.6,11,16.10738255033557
"nescaf clasico decaf dark roast instant coffee, 7 oz.","instant coffee,dark roast",4.7,265,9.864211019197752
"victor allen's coffee variety pack, 100 count, single serve coffee pods for keurig k-cup brewers",,4.6,192,10.53968253968254
"nescaf clasico, dark roast instant coffee 10.5 oz.","instant coffee,dark roast",4.8,484,31.84413839435674
"starbucks via colombia instant coffee packets, medium roast, 100% arabica, 8 ct","instant coffee,arabica,medium roast",4.6,486,25.125965737319454
"gevalia signature blend coffee k-cup coffee pods, 24 ct box",,4.7,418,21.92827748383304
"dunkin' original blend medium roast decaf ground coffee, 30 ounce canister (packaging may vary)",medium roast,4.7,75,21.069958847736626
"folgers hazelnut cream flavored ground coffee, k-cup pods, 24-count",,4.5,578,21.92827748383304
"dunkin' 100% colombian medium roast ground coffee, 27.5 ounce canister (packaging may vary)","colombian,medium roast",4.9,46,22.986146741918933
"dunkin’ original blend coffee, medium roast coffee, 12 oz bag",medium roast,4.8,495,0.0
"folgers 100% colombian coffee, medium roast ground coffee, 33.7 ounce canister","colombian,medium roast",3.5,8,14.632614611680971
"starbucks french roast, whole bean coffee, dark roast, 28 oz","french,french roast,dark roast",4.7,1060,23.280423280423282
"great value classic medium roast instant coffee, 8 oz","instant coffee,medium roast",4.4,292,4.081632653061225
"gevalia mocha latte k-cup espresso coffee pods &amp; latte froth packets, 12 ct box","espresso,mocha,espresso coffee,latte",4.5,5315,40.152851263962376
"starbucks french roast, ground coffee, dark roast, 18 oz","french,french roast,dark roast",4.7,1047,24.456202233980015
"great value donut shop, 100% arabica, medium roast, ground coffee, 12 oz","arabica,medium roast",4.3,41,14.638447971781305
"starbucks breakfast blend, whole bean coffee, medium roast, 18 oz",medium roast,4.6,390,24.456202233980015
"folgers breakfast blend ground coffee, smooth &amp; mild coffee, 22.6 ounce canister",,3.7,3,16.325893553925393
"starbucks veranda blend, ground coffee, starbucks blonde roast, 18 oz",blonde roast,4.6,916,24.456202233980015
"dunkin' original blend, medium roast coffee, 30-ounce canister",medium roast,4.8,870,21.069958847736626
"folgers classic decaf ground coffee, medium roast, 25.9-ounce",medium roast,4.5,64,16.668936402015525
"starbucks doubleshot energy white chocolate coffee energy drink, 15 oz can",,4.7,108,7.008466603951082
"maxwell house original roast ground coffee, 11.5 oz. canister",,4.3,162,12.208588957055214
"1850 pioneer blend medium roast coffee, k-cup pods for keurig brewers, 24-count",medium roast,4.4,5094,21.92827748383304
"starbucks espresso roast, ground coffee, dark roast, 28 oz","espresso,espresso roast,dark roast",4.6,1270,23.280423280423282
"eight o'clock the original decaf medium roast ground coffee, 12 oz bag",medium roast,4.8,195,17.577895355673135
"folgers half caff ground coffee, medium roast, 22.6-ounce",medium roast,5.0,2,16.325893553925393
"seattle's best coffee post alley blend dark roast ground coffee, 20 oz",dark roast,4.8,454,14.532627865961201
"maxwell house medium roast 100% colombian ground coffee, 37.7 oz. canister","colombian,medium roast",4.7,126,11.152694610778443
"community coffee cafe special medium roast keurig coffee pods, 24 ct",medium roast,4.9,61,34.905937683715464
"starbucks pumpkin spice, ground flavored coffee, 100% arabica, naturally flavored, 17 oz",arabica,3.2,15,25.897489105623574
"caribou coffee caribou blend, keurig single-serve k-cup pods, medium roast coffee, 24 count",medium roast,4.4,1158,38.154027042915935
"starbucks maple pecan flavored coffee, k-cup coffee pods, naturally flavored, 22 ct",,4.6,480,64.10133076799742
"gevalia dark royal roast coffee k-cup coffee pods, 24 ct box",,4.7,915,50.05878894767784
"eight o'clock the original medium roast whole bean coffee, 36 oz bag",medium roast,4.7,606,18.606701940035272
"starbucks colombia ground coffee, medium roast, 12 oz",medium roast,4.6,272,55.467372134038804
"dunkin' hazelnut flavored ground coffee, 12-ounce (packaging may vary)",,4.6,261,48.20693709582598
"community coffee cafe special medium roast ground coffee, 32 oz, bag",medium roast,4.9,381,33.057760141093475
"great value classic decaf medium roast ground coffee, 11.3 oz",medium roast,4.1,168,12.425850764907898
"folgers classic roast ground coffee, 40.3-ounce",classic roast,3.8,93,12.183807439824944
"café bustelo, espresso style dark roast ground coffee, vacuum-packed 10 oz. brick","espresso,dark roast",4.7,914,13.26278659611993
"folgers classic roast ground coffee, medium roast coffee, 25.9 ounce canister","medium roast,classic roast",4.4,740,13.57755685687049
"maxwell house original roast ground coffee, 42.5 oz. canister",,4.8,1321,8.233048385758154
"peet's coffee  major dickason's blend, dark roast whole bean coffee, 18 oz bag",dark roast,4.7,1714,24.652165392906134
"maxwell house house blend decaf coffee k-cup pods, decaffeinated, 24 ct box",,4.7,299,21.92827748383304
"hills bros. cappuccino sugar-free french vanilla medium roast instant coffee, 12 oz","french,cappuccino,instant coffee,medium roast",4.6,301,10.934744268077601
"caf bustelo dark roast ground coffee, 16 oz",dark roast,4.7,50,13.183421516754851
"great value caramel pecan ground coffee, 12 oz",caramel,4.2,18,14.638447971781305
"hills bros. cappuccino sugar-free double mocha medium roast instant coffee, 12 oz","cappuccino,mocha,instant coffee,medium roast",4.4,292,10.934744268077601
"folgers black silk ground coffee, smooth dark roast coffee, 33.7ounce canister","black silk ground coffee,dark roast",4.9,20,14.632614611680971
"folgers black silk ground coffee, smooth dark roast coffee, 22.6ounce canister","black silk ground coffee,dark roast",4.6,11,16.10738255033557
"peet's coffee big bang, medium roast ground coffee, 10.5 oz bag",medium roast,3.9,72,33.52368155861606
"1850 trailblazer k-cup pods, medium-dark roast coffee, 24-count","medium-dark roast,dark roast",4.4,4648,21.92827748383304
"great value pumpkin spice cappuccino mix, 12 count coffee pods",cappuccino,3.9,46,14.05055849500294
"mccafe decaf premium roast coffee k-cup coffee pods, medium roast, 48 count for keurig brewers",medium roast,4.7,944,19.635508524397412
"eight o'clock, 100% colombian peaks coffee, medium roast, whole bean coffee, 33 oz bag","colombian,medium roast",4.7,576,29.855692143238908
"folgers 100% colombian medium roast coffee, 48 keurig k-cup pods","colombian,medium roast",3.5,2,28.562266167824692
"starbucks maple pecan flavored coffee, ground coffee, naturally flavored, 17 oz",,4.7,30,25.897489105623574
"folgers decaf coffee, ground coffee, classic medium roast, 9.6 ounce canister",medium roast,4.4,54,21.0139603232917
"dunkin’ original blend coffee, medium roast coffee, 12 oz bag",medium roast,4.8,495,23.398001175778955
"folgers 100% colombian coffee, medium roast ground coffee, 33.7 ounce canister","colombian,medium roast",3.5,8,14.632614611680971
"great value cinnamon vanilla ground coffee, 12 oz",,3.8,16,14.638447971781305
"newman's own organics special blend k-cup coffee pods, medium roast, 48 count for keurig brewers",medium roast,4.3,1137,19.635508524397412
"starbucks fall blend, ground coffee, medium roast, 100% arabica, limited edition, 17 oz","arabica,medium roast",4.6,10,25.897489105623574
"community coffee breakfast blend medium roast keurig coffee pods, 48 ct",medium roast,4.8,127,30.7907113462669
"tim hortons dark roast k-cup coffee pods for keurig brewers, recyclable, 72 ct",dark roast,4.7,373,15.667254556143446
"starbucks hazelnut flavored coffee, k-cup coffee pods, naturally flavored, 22 ct",,3.9,62,25.204425204425203
"maxwell house international french vanilla cafe beverage mix, 8.4 oz. canister",french,4.5,499,20.999580008399832
"starbucks house blend, ground coffee, medium roast, 12 oz",medium roast,4.5,648,41.74015285126396
"dunkin' original blend, medium roast coffee, 30-ounce canister",medium roast,4.8,870,21.069958847736626
"folgers classic decaf ground coffee, medium roast, 25.9-ounce",medium roast,4.5,64,16.668936402015525
"yuban traditional roast medium roast ground coffee, 42.5 oz canister",medium roast,4.8,336,12.764544775500042
"starbucks toasted graham flavored coffee, k-cup coffee pods, naturally flavored, 22 ct",,4.4,479,38.447971781305114
"folgers classic roast instant coffee, 3 oz","instant coffee,classic roast",4.1,272,5.836139169472503
"revv no surrender keurig single-serve k-cup pods, dark roast coffee, 24 count",dark roast,4.5,315,21.92827748383304
"starbucks nitro cold brew vanilla sweet cream premium coffee drink, 9.6 oz can",,4.0,44,12.417340191036002
"dunkin' hazelnut flavored ground coffee, 20-ounce (packaging may vary)",,4.6,23,24.55026455026455
"tim hortons 100% arabica original blend medium roast ground coffee, 24 oz, bag","arabica,medium roast",4.7,198,18.69488536155203
"great value french roast, 100% arabica, dark roast, ground coffee, 12 oz","french,french roast,arabica,dark roast",4.7,45,14.638447971781305
"jfg special blend ground coffee, 30.6 oz.",,4.8,69,9.544668587896252
"maxwell house international cafe francais cafe style beverage mix, 7.6 oz. canister",,4.6,350,23.20185614849188
"great value organic single origin sumatra, dark roast, ground coffee, 12 oz",dark roast,4.3,110,20.34097589653145
"nescaf taster's choice, french roast dark roast instant coffee, 7 oz","french,french roast,instant coffee,dark roast",4.7,466,30.09994121105232
"caf bustelo, espresso style dark roast ground coffee, vacuum-packed 10 oz. brick","espresso,dark roast",4.7,914,13.26278659611993
"community coffee signature blend medium roast ground coffee, 32 oz, bag",medium roast,4.9,851,26.65343915343915
"dunkin’ original blend coffee, medium roast coffee, 12 oz bag",medium roast,4.8,495,23.398001175778955
"folgers 100% colombian ground coffee, 37-ounce",colombian,4.8,630,23.6152159405091
"mccafe colombian ground coffee, medium roast, 30 oz. canister","colombian,medium roast",4.7,527,15.261610817166373
"folgers black silk ground coffee, smooth dark roast coffee, 33.7ounce canister","black silk ground coffee,dark roast",4.9,20,14.632614611680971
"folgers classic roast ground coffee, 40.3-ounce",classic roast,3.8,93,12.183807439824944
"eight o'clock, the original, medium roast ground coffee, 36 oz",medium roast,4.8,395,24.005486968449933
"maxwell house original roast ground coffee, 42.5 oz. canister",,4.8,1321,8.233048385758154
"folgers black silk ground coffee, 37-ounce",black silk ground coffee,4.7,1226,22.28048431690342
"maxwell house original roast ground coffee, 30.6 oz. canister",,4.5,752,9.060518731988472
"melitta medium roast ground coffee, classic, 11 oz",medium roast,4.8,83,17.57536882617062
"folgers classic roast ground coffee, medium roast coffee, 22.6 oz canister","medium roast,classic roast",4.5,708,38.16138598407991
"folgers 100% colombian coffee, medium roast ground coffee, 33.7 ounce canister","colombian,medium roast",3.5,8,14.632614611680971
"starbucks italian roast, ground coffee, dark roast, 12 oz","italian,italian roast,dark roast",4.7,517,55.144032921810705
"green mountain coffee southern pecan flavored k-cup pods, light roast, 24 count for keurig brewers",light roast,4.6,1141,51.13168724279835
"community coffee signature blend medium roast keurig coffee pods, 24 ct",medium roast,4.8,397,44.65020576131687
"community coffee decaf caf special medium roast keurig coffee pods, 24 ct",medium roast,4.8,114,38.50676072898295
"community coffee cafe special medium roast ground coffee, 32 oz, bag",medium roast,4.9,381,33.057760141093475
"folgers classic roast ground coffee, medium roast coffee, 30.5 ounce canister","medium roast,classic roast",4.6,1537,18.966115415751126
"folgers morning cafe, light roast coffee, k-cup pods, 48-count",light roast,4.7,173,19.635508524397412
"great value pumpkin spice medium roast ground coffee, 12 count",medium roast,4.3,28,12.6984126984127
"folgers classic roast ground coffee, 40.3-ounce",classic roast,3.8,93,12.183807439824944
"café bustelo, espresso style dark roast ground coffee, vacuum-packed 10 oz. brick","espresso,dark roast",4.7,914,13.26278659611993
"folgers classic roast ground coffee, medium roast coffee, 25.9 ounce canister","medium roast,classic roast",4.4,740,13.57755685687049
"maxwell house original roast ground coffee, 42.5 oz. canister",,4.8,1321,8.233048385758154
"nescaf taster's choice, french roast dark roast instant coffee, 7 oz","french,french roast,instant coffee,dark roast",4.7,466,8.498630591750352
"green mountain coffee hazelnut decaf coffee, keurig single-serve k-cup pods, light roast, 24 count",light roast,4.6,703,0.0
"starbucks cold &amp; crafted on tap coffee drink, black unsweetened, 72 fl oz, 6 servings",,3.7,23,18.636096413874192
"folgers morning cafe, light roast coffee, k-cup pods, 24-count",light roast,4.7,606,21.92827748383304
"starbucks doubleshot espresso &amp; cream light, 6.5 fl. oz., 4 count",espresso,4.6,147,10.258671369782482
"nescafe taster's choice house blend medium roast instant coffee packets, 6 ct","instant coffee,medium roast",4.5,322,2.101704879482657
"folgers black silk ground coffee, smooth dark roast coffee, 33.7ounce canister","black silk ground coffee,dark roast",4.9,20,14.632614611680971
"folgers black silk ground coffee, smooth dark roast coffee, 22.6ounce canister","black silk ground coffee,dark roast",4.6,11,16.10738255033557
"death wish coffee, organic, fair-trade, , medium roast single serve coffee pods, 18ct, box",medium roast,3.3,6,36.978248089359205
"dunkin midnight dark roast ground coffee, 18.4 oz. bag",dark roast,4.0,104,26.687116564417174
"death wish coffee, organic, fair-trade, medium roast ground coffee, 16 oz, bag",medium roast,3.8,5,38.53615520282187
"starbucks mediium roast, premium instant coffee, 100% arabica, 1 tin (up to 40 cups)","instant coffee,arabica",4.3,121,7.918871252204586
"eight o'clock, dark italian espresso, dark roast ground coffee, 32 oz, bag","espresso,italian,dark roast",4.8,137,16.027336860670193
"tim hortons original blend ground coffee, 100% arabica medium roast, 12oz bag","arabica,medium roast",4.7,207,20.34097589653145
"black rifle ready-to-drink coffee, espresso with cream, 11oz, can",espresso,5.0,8,8.595253367543297
"great value donut shop cold brew medium roast ground coffee, 6 oz, 6 pack box",medium roast,4.3,172,20.654265554842848
"dunkin’ original blend coffee, medium roast coffee, 12 oz bag",medium roast,4.8,495,0.0
"folgers 100% colombian coffee, medium roast ground coffee, 33.7 ounce canister","colombian,medium roast",3.5,8,14.632614611680971
"gevalia colombia medium roast ground coffee, 20 oz bag",medium roast,4.6,316,22.433862433862437
"master chef ground coffee, 30.5 oz",,4.7,147,11.009598704753092
"seattle's best coffee breakfast blend medium roast keurig coffee pods, 24 count box",medium roast,4.6,350,21.92827748383304
"starbucks salted caramel mocha, ground flavored coffee, 100% arabica, naturally flavored, 17 oz","caramel,mocha,arabica",3.9,14,25.897489105623574
"maxwell house international cafe vienna cafe style beverage mix, 9 oz. canister",vienna,4.5,373,10.375596596804316
"new england coffee breakfast blend ground coffee, 12 oz, bag",,4.5,71,16.813639035861257
"community coffee signature blend medium roast keurig coffee pods, 72 ct",medium roast,4.9,357,14.16323731138546
"green mountain coffee dark magic keurig single serve k-cup pods, dark roast coffee, 60 count",dark roast,4.6,2516,17.60141093474427
"dunkin' original blend, medium roast coffee, 30-ounce canister",medium roast,4.8,870,21.069958847736626
"folgers classic decaf ground coffee, medium roast, 25.9-ounce",medium roast,4.5,64,16.668936402015525
"folgers gourmet supreme ground coffee, 22.6 ounce canisters",,5.0,2,16.10738255033557
"green mountain coffee wild mountain blueberry keurig single-serve k-cup pods, light roast coffee, 24 count",light roast,4.6,2017,31.893004115226336
"dunkin' hazelnut flavored k-cup pods, 8.14-ounce, 22-count (packaging may vary)",,4.4,148,77.64298093587522
"great value organic single origin colombia, medium dark roast, ground coffee, 12 oz","medium dark,medium dark roast,dark roast",4.5,51,20.34097589653145
"starbucks decaf caff verona, ground coffee, dark roast, 12 oz",dark roast,4.8,470,49.91181657848325
"new england coffee hazelnut creme medium roast ground coffee, 22 oz, bag",medium roast,4.8,91,17.50841750841751
"community coffee dark roast ground coffee, 23 oz, bag",dark roast,4.8,166,19.92331288343558
"starbucks cold brew, black unsweetened coffee, 11 oz glass bottle",,3.3,10,9.557408595253367
"community coffee breakfast blend medium roast keurig coffee pods, 72 ct",medium roast,4.9,287,17.62198706643151
"don francisco's coffee kona blend medium roast k-cup compatible coffee pods, 24 ct",medium roast,4.7,67,20.91416813639036
"starbucks tripleshot energy french vanilla extra strength coffee energy drink, 15 oz can",french,4.2,33,7.008466603951082
"new england coffee breakfast blend ground coffee, 24 oz, bag",,4.8,49,16.049382716049383
"green mountain coffee roasters brew over ice vanilla caramel, single serve keurig k-cup pods, flavored iced coffee, 24 count","caramel,iced coffee",4.6,304,0.0
"death wish coffee, organic, fair trade, pumpkin chai ground coffee, 12 oz, bag",,5.0,4,51.38154027042916
"black rifle ready-to-drink coffee, espresso mocha, 11oz, can","espresso,mocha",5.0,6,8.595253367543297
"great value 100% arabica colombian medium-dark roast ground coffee, 12 oz, bag","colombian,arabica,medium-dark roast,dark roast",4.4,38,14.638447971781305
"community coffee new orleans blend medium roast keurig coffee pods, 24 ct",medium roast,4.9,256,21.92827748383304
"great value pumpkin spice ground coffee, 12 oz",,3.3,12,14.638447971781305
"folgers classic roast ground coffee, 40.3-ounce",classic roast,3.8,93,12.183807439824944
"café bustelo, espresso style dark roast ground coffee, vacuum-packed 10 oz. brick","espresso,dark roast",4.7,914,13.26278659611993
"folgers classic roast ground coffee, medium roast coffee, 25.9 ounce canister","medium roast,classic roast",4.4,740,13.57755685687049
"maxwell house original roast ground coffee, 42.5 oz. canister",,4.8,1321,8.233048385758154
"cafe la llave espresso dark roast ground coffee, 16 oz","espresso,dark roast",4.8,23,10.405643738977071
"maxwell house international hazelnut cafe beverage mix, 9 oz. canister",,4.4,325,11.022927689594356
"seattle's best coffee house blend medium roast keurig coffee pods, 24 count box",medium roast,4.7,211,21.92827748383304
"great value breakfast blend, 100% arabica, medium roast, ground coffee, 12 oz","arabica,medium roast",4.4,36,14.638447971781305
"great value 100 % arabica colombian ground coffee, medium-dark roast, 24.7 oz","colombian,arabica,medium-dark roast,dark roast",2.1,7,14.253070551271065
"new england coffee hazelnut crme medium roast ground coffee, 11 oz, bag",medium roast,4.7,67,18.345093008338676
"folgers black silk ground coffee, smooth dark roast coffee, 33.7ounce canister","black silk ground coffee,dark roast",4.9,20,14.632614611680971
"folgers black silk ground coffee, smooth dark roast coffee, 22.6ounce canister","black silk ground coffee,dark roast",4.6,11,16.10738255033557
"starbucks dark roast, premium instant coffee, 100% arabica, 1 tin (up to 40 cups)","instant coffee,arabica,dark roast",4.5,116,7.918871252204586
"tim hortons dark roast keurig coffee pods, 24 ct",dark roast,4.7,280,32.30452674897119
"great value 100 % arabica french roast ground coffee, dark roast, 24.7 oz","french,french roast,arabica,dark roast",3.2,18,14.253070551271065
"starbucks tripleshot energy caramel extra strength coffee energy drink, 15 oz can",caramel,4.2,48,7.008466603951082
"starbucks cold &amp; crafted on tap coffee drink, splash of milk, 72 fl oz, 6 servings",,4.0,25,29.82126058325494
"don francisco's coffee vanilla nut flavored medium roast k-cup compatible coffee pods, 24 ct",medium roast,4.6,30,19.738389182833625
"dunkin' pumpkin spice flavored k-cup pods, 22-count",,4.4,369,0.0
"black rifle coffee just black whole bean coffee, medium roast, 10.6 oz","medium roast,black rifle coffee",3.7,10,43.194675540765395
"dunkin’ original blend coffee, medium roast coffee, 12 oz bag",medium roast,4.8,495,0.0
"folgers 100% colombian coffee, medium roast ground coffee, 33.7 ounce canister","colombian,medium roast",3.5,8,14.632614611680971
"vitacup slim organic coffee pods for diet &amp; metabolism w/ garcinia, fiber &amp; b vitamins, recyclable single serve k-cup pods compatible w/ keurig, gold label walmart exclusive, 12 count",,4.6,1709,35.2145796590241
"mccafe baked apple pie coffee, keurig single serve k-cup pods, 24 count",,4.0,76,21.92827748383304
"mccafe classic french toast coffee, keurig single serve k-cup pods, 24 count",french,4.7,68,21.92827748383304
"death wish coffee, organic, fair-trade, espresso roast ground, 14oz, bag","espresso,espresso roast",5.0,4,50.31494079113127
"don francisco's coffee hawaiian hazelnut flavored medium roast k-cup compatible coffee pods, 24 ct",medium roast,4.9,34,20.502645502645503
"mccafe toffee almond coffee, keurig single serve k-cup pods, 24 count",,4.4,204,20.458553791887123
"starbucks caff verona, whole bean coffee, dark roast, 18 oz",dark roast,4.7,828,29.374877523025674
"maxwell house international suisse mocha cafe beverage mix, 7.2 oz. canister",mocha,4.6,244,24.49779519843214
"dunkin' original blend, medium roast coffee, 30-ounce canister",medium roast,4.8,870,21.069958847736626
"folgers classic decaf ground coffee, medium roast, 25.9-ounce",medium roast,4.5,64,16.668936402015525
"the original donut shop caramel apple pie coffee, keurig k-cup pod, light roast, 24 count","caramel,light roast",4.3,345,20.458553791887123
"black rifle coffee just black single-serve pods, medium roast, 22 ct","medium roast,black rifle coffee",5.0,2,25.60525893859227
"green mountain coffee roasters maple pecan coffee,keurig k-cup pods, light roast, 24 count",light roast,4.7,1147,0.0
"vitacup genius keto organic coffee pods for energy &amp; focus w/ mct oil, turmeric &amp; b vitamins, recyclable single serve k-cup pods compatible w/ keurig, gold label walmart exclusive, 12 count",,4.7,3015,35.2145796590241
"hills bros. instant cappuccino double mocha medium roast coffee mix, 16 oz canister","cappuccino,mocha,medium roast",4.6,185,20.56878306878307
"community coffee decaf special medium roast ground coffee, 12 oz, bag",medium roast,4.8,234,20.517342739564963
"starbucks pumpkin spice flavored cold brew concentrate, multi-serve, naturally flavored, 1 bottle, 32 fl oz",,2.9,43,26.39623750734862
"folgers breakfast blend ground coffee, smooth &amp; mild coffee, 33.7 ounce canister",,5.0,2,14.632614611680971
"green mountain coffee roasters dark chocolate hazelnut coffee, keurig single serve k-cup pods, 24 count",,4.5,662,20.458553791887123
"the coffee bean &amp; tea leaf mexico organic dark roast ground coffee, 32 oz, bag",dark roast,4.6,39,13.866843033509701
"tully's coffee hawaiian blend k-cup pods, medium roast, 24 count for keurig brewers",medium roast,4.6,1133,32.480893592004705
arabica ground 100% coffee 126 pk,arabica,5.0,1,139.13384283754655
"folgers 100% colombian coffee, medium roast ground coffee, 9.6 ounce canister","colombian,medium roast",3.7,3,51.359294636296845
